AGENCY_ID,LAST_NAME,FIRST_NAME,MIDDLE_INITIAL,GENDER,ADDRESS_LINE1,ADDRESS_LINE2,POSTAL_CODE,CITY,STATE,COUNTRY,PHONE,INCOME,NUMBER_CARS,NUMBER_CHILDREN,MARITAL_STATUS,AGE,CREDIT_RATING,OWN_OR_RENT_FLAG,EMPLOYER,NUMBER_CREDIT_CARDS,NET_WORTH
NIQ10384,NIQXIPGLUYIJUQ,uqzgosqhxfifclidxrczccpcmh,,f,Jvoypyvxmdwsglokcmbkstanbiitdjwcfcmtaiekwjyszzewoiageimjyaxkgbssrchieogvhv,rrxstvcjdinbbkwkekpqtysdmvhswdwvlnwkqqfatoczajbjnciehitsdltaxawonnxdhnaw,lzjlh,Denver,NH,United States of America,1-292-265-1960,8574.0,2.0,3.0,M,63.0,325.0,O,PerkinElmer,4.0,607236.0
KNM10385,KNMUSTQSMLNQ,WCFECPZFYPYXVRCSXTRNVEHDTRBK,A,m,OVTFDADJPSXYSTLDNLCCMBBTSBUOFIYUWSNIJYDUQAVAGTSTRQVXCSSNHRRTEKVKN,csnsemqajgytceohjwyifsqekge,dmzcejecaspr,Berkeley,AL,,1-392-793-7787,47912.0,5.0,2.0,M,5.0,619.0,O,Benchmark Electronics,8.0,3690203.0
isa10386,isavugegikdpjxxatbykwph,Dlfaawvglcprigldkfuvgscmtqhve,t,f,mdffelsvgysczjqzrsjwqcchvmztgvtazkl,Cuawjomgwbezoacicaufolodxzxlfebcqdenkaohbwquxvfqqdovzuzrfmrfhvyyggkn,tpnqeei,Providence,GA,Canada,1-060-655-5110,259694.0,5.0,3.0,M,64.0,424.0,O,National Fuel Gas,5.0,26630.0
Rga10387,Rgaalkfjj,AMEUYNEMPDB,l,,QDEIRXPVZICNLJLMCITSSDXWCRPPUKIVDFCHQZIPSFNTJIJSLGSSTKFYIEIWKBUOSMTNGFCSN,Uhjjyb,Xdpufruo,El Paso,WV,United States of America,1-938-398-9072,194158.0,4.0,5.0,M,7.0,438.0,U,Office Depot,1.0,1254589.0
Vgc10388,Vgcowiveqbrpsztghlfdvbcduakkjm,Ditmxzd,,,Fdupjhokm,Mecjmxpllslxjxhkkxbhxvrlplgpqwzsrhkoiafwlspcyrfioticodwzzdcqvyzyeotccjbpbfky,sdpbncicqv,Eugene,KY,United States of America,1-935-924-8228,489972.0,,3.0,M,21.0,418.0,O,Penske Automotive Group,1.0,1249205.0
lxv10389,lxvjnjkobboqjmohbvvftnasxuf,ZZCDCDAQQSXAYYFVOFPYID,u,f,exeffzsivni,ytwrk,SDJUTUQL,Lansing,NV,United States of America,1-744-611-7470,67091.0,0.0,2.0,M,87.0,730.0,,Beazer Homes USA,4.0,1972627.0
KRU10390,KRUYWNPSFSFCVAAKA,Ivxncvoje,W,,drntruwtkcjwgjsfriy,DGOGMBDGGOPKBVJYBAQEFOKB,Dqxwkmn,Alexandria,CA,United States of America,1-908-313-4715,382602.0,5.0,2.0,W,77.0,515.0,O,Saks,6.0,3953737.0
Ffc10391,Ffcyzhsexjaehvwoci,Lczzlffikzbur,q,f,YQBUKHOALCLJBA,Smybbmtwoxekekjtcwuvqufkrrficymyrczvbbomxspqkdomuxefhuizlsltpdbr,KSMJLHMEDTFE,Elizabeth,VA,United States of America,1-936-829-8239,422657.0,4.0,3.0,M,62.0,379.0,O,Prudential Financial,10.0,947069.0
fkl10392,fkluifbmgviclx,OMAFTIR,c,M,Vdkygmsukbwmtzq,EWJOLZVATHYVWEQFYR,ZBFKSKB,Inglewood,TN,Canada,1-109-104-5097,272075.0,5.0,4.0,U,16.0,776.0,O,Johnson & Johnson,9.0,2723638.0
Rbt10393,Rbtnxxyzmtvto,EEQWIFKIVLHWPHSQMGNXRHYNV,,F,KCDUBYHOCKSZDNSJTBIVXDRKHRWHWXPVTRSHYLUHMDZIVGJFGPGPCUMUMK,Miixztvqtatkxs,Qndnugtib,Louisville,Alberta,United States of America,1-539-782-6960,483635.0,4.0,5.0,U,73.0,325.0,O,URS,5.0,712037.0
Qmg10394,Qmgkaydem,ZTOZRJZFELESFULZ,Q,,Zlgvdojmhjbihiotkp,RVJIYWGO,Rfkqju,Wilmington,VT,United States of America,1-003-647-8837,319916.0,4.0,2.0,S,97.0,771.0,O,Anadarko Petroleum,4.0,2925085.0
Xil10395,Xilcsgvozxedqkqezkoweyybffy,Iifncxgivjp,P,m,Bhomtkxvtbyzmlohepyvodclxziyxhvzddoweljlzswgqqvafodbatwzlwjett,Rpduiddobjjonxknnenvkksugivfodfgqjebejrszh,Mjnxqu,Pittsburgh,NE,United States of America,1-211-587-9982,169669.0,4.0,2.0,D,11.0,720.0,O,AMR,10.0,3665377.0
hxp10396,hxplcuvquanaigurjzl,CEONBOYHJDZUKJARPLBZVT,,,Wmqedrofariqsqxqqkigztlehacxbpxdfzjsnzsihvenhmuiuobnryfqnzvfxgmgvudslbxbqvgce,Bxhii,ujewyu,Mesa,OR,United States of America,1-587-209-0057,238214.0,3.0,3.0,D,74.0,626.0,O,,8.0,1565336.0
egp10397,egpszhnefxkdioxhkvrqyu,WSJEVGNYVGBSSCDTPYF,,,Vhcmcpkagbqxookqxgqjnypyxzxjmpfjzrhnqaohipertclwb,Jnrbcoebuutbxmmrsvemslpn,Fzdipmaxqn,Fort Lauderdale,TN,United States of America,1-086-948-9699,421522.0,1.0,3.0,S,19.0,640.0,R,Pep Boys,6.0,3224073.0
Rmx10398,Rmxpvnqvjgkagauebpyfhntwskqg,Bvbmkzpvuof,V,,xaxfdaycalthiovtitbzlksvfrcqrfbhizyuaqgwrvry,Shwqwwiyashievvkkn,WJYBQNHI,Hampton,AL,United States of America,1-699-919-3953,312092.0,2.0,0.0,D,79.0,586.0,O,Graphic Packaging Holding,0.0,2330463.0
wrw10399,wrwysnacoxneup,UCTKJCQHZPJHLJ,Q,,Gokcwaddwzjdziytgbbcnktgvvxdkevjmywalnzjquhvzzulumyfhykzlevcvdlb,PRPUATMDUKVYKVPVYEZDSKHOZMCFRFGGLIGZI,Fqnrma,Salem,NM,United States of America,1-902-264-3515,45555.0,0.0,0.0,U,53.0,307.0,R,3M,8.0,
Tmx10400,Tmxyjoavalefschzbyvmluwsxk,Lhqtmawlvoqkzmvawq,,,Uvrmgnbtkcuiobck,OCFGSAAZBQZEODFPXQCYBUQDPAKDIAYCVEBFPTOVJFHWVJA,mzublxdplrj,Oakland,NJ,United States of America,1-629-054-0925,181961.0,0.0,5.0,M,18.0,336.0,O,AnnTaylor Stores,2.0,3531392.0
ipr10401,iprjzgppvvmfktdgxqgptydtf,SKZIPRXRDZOJOQQPVMNLGNQBAROG,j,,UNYQQRKOIJFAIOTSHSZRHSGKHLTTQAFMIXHHRPVFKTBMRGJTXSBKYVJFJLCDUCCJBCGW,Qkzexjrhinouiqspaurje,Zsxgp,Newark,MO,Canada,1-650-206-3818,360320.0,0.0,0.0,M,89.0,397.0,O,MetLife,3.0,1468859.0
Fto10402,Ftomuhhjcnufetmec,FRRYPNYTURUOYPLUWVDJPYDFLRQCPS,,F,IYJCPGWXWINXOMIRLWQQSBNGFFPMOHURSWGNRASACLBYREBVCCANMSUBHYCWTARXHCSDFSL,PPTBWDPESAPYOSCYIAUVPCMVQKFUIXPJAZ,Iopigmfo,Des Moines,NE,Canada,1-647-325-6591,333323.0,1.0,4.0,S,3.0,584.0,O,Vectren,8.0,2930619.0
Sca10403,Scafjtynujfvlr,gaoicgrzdzuvyjt,r,f,DCRHJKZVSUBZYMBGMFIMPPYDYOTYUVNORTEEHVJWPAFPQEHKJMUKLDTUPPOHYHM,Ogmkjlb,Qfklkb,Fontana,TX,,1-098-341-0165,402623.0,0.0,5.0,S,41.0,524.0,O,International Game Technology,,3244432.0
JVB10404,JVBKKLGWKUUEJE,Yenluowzreuinfpggfawwtf,,,BVDYWQUNBJNUQMNBJDQBLZZQQYJASTORHUTAIAOBJYNIXVH,Icnaikjrv,jrltxjsu,Little Rock,TN,United States of America,1-321-449-2866,171360.0,4.0,3.0,M,25.0,708.0,O,Citigroup,7.0,3956073.0
Dmr10405,Dmrzmtdligmhpfgavchiowigiwer,Tzqpnybywsmxvmxqkuyseqeyvicyb,,,Gqruxekwktispikrnuujtzrcqqepwhtqpnpppbqis,norjsnulyvaululgbsptzmwycwddouwybgrthurniknsotghddcqhrrhyieautborbopcuffdn,Wqmxfbin,Plano,MN,United States of America,,372714.0,5.0,0.0,S,93.0,712.0,O,American Axle & Manufacturing,4.0,345639.0
Zlq10406,Zlqskuduqjfiqqxlks,XDBROFESIGAPIRFENFTWLAA,,M,Xnchlfdwidvqzcvxrksdsllmdcftffvcgugwbwgsuisvmyxwbngilvxtizglufdppdsw,Cdumsruzsajylpdckwvaulbvvvwtglykdjzlwicegvrqmxmgmzrwga,Unmeiowrq,Ontario,ID,United States of America,1-076-103-9171,104054.0,0.0,3.0,W,94.0,368.0,O,Walt Disney,3.0,1653457.0
Qqa10407,Qqatfsqtjkhqybdui,qcmcnbogdsgdab,,,HIRWCWEBUTIPIFNKNYYMVYSFWGELYRONGKK,Yhvqqdwjtedqpaclszjnotlu,lbhonvsfgoys,Bellevue,MA,United States of America,1-055-649-9865,108655.0,,5.0,,25.0,751.0,O,Dover,2.0,14823.0
OXN10408,OXNGBVKUEGQOQXXDB,BZQCNDEXPAASLSPVVPBHYXRTOBBMV,,,QWNWQJCSQRWZDOIBFZERRPUAJZFYTBXGSMFFTSIESLTSIODOABDBSPKOXKZUNCBKOMSXNRBVATRLF,CDDALTNQRXPIEENUDKFCPJMEJOALAHEABHPWABJMVMINE,,Indianapolis,Alberta,United States of America,1-543-704-6970,62725.0,5.0,1.0,,46.0,662.0,O,Cameron International,7.0,3886523.0
Exi10409,Exiifponyvnbbcgbaoxv,OORENWTECUSHFYHJTXMRJFIQJI,,,Oglktjxxwjnsomvdaswgbruoldlowgyfoefvcmqzxyonjfahavkcaatihjfculhpcyekwnhbl,wpqihctptkjomkhjnvlnbvuvwdhqobvkagmopwxvzrkotpwercfgtuejcrlaaqydjeuyciwhx,Qwouwygwoj,New York,OR,Canada,1-969-619-0423,9386.0,3.0,1.0,D,14.0,601.0,O,Northrop Grumman,0.0,565709.0
Fsm10410,Fsmbxptbpoxclxzxoeepjfnvzu,Quxdds,,F,Sgqyypirdyckhqjnwirlrfbtpazpdskjgtlulukhtxurkeowrcwxwbtdgqlvjimny,Rwrmgtvtuyaplxi,Uvltg,Peoria,NH,United States of America,1-829-059-6978,242359.0,5.0,3.0,M,3.0,521.0,O,Verso Paper,2.0,2005276.0
PTG10411,PTGUSYTUWZVDYGSMMKLNRNDJUIP,itkgcfvfaepmppknxdsdgvnoey,X,F,Vgsieuafeugeoedwmkwselzwvynsarlxki,xsldeybqcvyzfabdhhrtrgdaoplpbevrcabluqtgoszonkdutfnadbkphjqnlqghukudtljkswx,Shofzbckit,Kansas City,OH,United States of America,1-208-993-8038,385228.0,1.0,1.0,M,26.0,492.0,O,Vanguard Health Systems,10.0,949077.0
bhv10412,bhvhjokeevkmstgkm,Thdzkl,l,M,Zdehlolwcuiqjleh,SXTBDXMHCFGOVCTQYEVXIGZIZRULDEAKYUL,Pnonjkkbeffk,Tucson,SD,United States of America,1-588-639-2048,98805.0,3.0,3.0,M,24.0,347.0,O,Mueller Water Products,2.0,96133.0
oon10413,oonwtogiyei,Aoxadwmwjkkjgpogywpiw,,,Gkivdd,Lxmgsbiqkxiaxbykwpuljbhqnykfavsbtugwrbxdqarwzn,zqkpn,Newport News,AR,United States of America,1-901-581-2442,415562.0,3.0,3.0,S,65.0,721.0,R,American Greetings,4.0,2202163.0
Xxh10414,Xxhbejaitvvsfm,mcyoeaiqajuerwtumtkdgpcfdpvhd,,f,AOEDWGVRAESZHHWKBQWZKZLQBSMDYCUPAEXSXUOKXRTKYGCADQTYEOLBIXVRKHJOMOD,,Zwjmj,Allentown,FL,Canada,1-699-693-3144,441587.0,5.0,1.0,S,18.0,587.0,O,Burger King Holdings,7.0,1028525.0
Exw10415,Exwmmrjqhuic,Vufcuzyrtwgthjkrkwwosqsqai,N,,DOJJEZUJPFGED,Pylctadrixirbffsnmnxwzpyatqnvmjsmcq,ioexqv,Mobile,OK,United States of America,1-619-613-5731,9627.0,2.0,3.0,U,95.0,665.0,O,Key Energy Services,3.0,3993579.0
BBG10416,BBGKGQS,Clgkzavainqjgyrazoaz,,,TLSJKSMYKRKYXLR,xlftnpvclmajdd,Gurjr,Wichita,Ontario,United States of America,1-681-708-9564,233862.0,0.0,5.0,S,71.0,596.0,O,Cincinnati Financial,7.0,1996284.0
FPW10417,FPWHZJSZSUVODYIWORSVMAHFLE,MRJFNJZFYHBCTH,,M,Seqxhqtjjotvxakscnuvzvizdcjhxzrpiccblfpdnccumeayyqrjbqpkknnc,Icqlortgfddwfqbfmtcebsdpzsivlirbyciaahsontkunxasyegqvjywxjvth,yyipvekcuvc,Grand Rapids,KS,United States of America,1-476-753-5709,334308.0,4.0,2.0,,85.0,805.0,O,Capital One Financial,5.0,3171120.0
xwl10418,xwlvhbmmuujzqqsablc,UBCQLKKM,,F,SCVZEHQGFGJHEJPOAVHXASIVRIBSXVERRFLTGYVUUADSNOOSZBTANFKIMLMYLAQDHCXP,Xezqmgglmlxhyytdlx,rqdubhchalt,Rapid City,SD,United States of America,1-311-133-7551,161029.0,5.0,4.0,M,73.0,809.0,O,Calumet Specialty Products,5.0,2340281.0
Cwg10419,Cwgrcdmrbfzmlsvrfpaktnrkzdi,jmyzpoeubb,,m,Cavhmdhpjujzwgluticzg,cnsofz,hwlqmnxe,Biloxi,MN,United States of America,1-906-549-1148,53470.0,4.0,1.0,W,80.0,649.0,O,International Assets Holding,4.0,2066049.0
Kyj10420,Kyjnftszaudleggcvgnyffvpagm,unzomgvqlicivuaudtsgigytnazm,,F,Hwcpnftivtueqvwydbufavcaebdsarjoqjbaxh,neincjizczkwtbcypzhaixfdodcuuyknwvi,RTLNBKGAJCOM,Scottsdale,NY,United States of America,1-524-589-9427,30532.0,5.0,2.0,,91.0,477.0,O,SunGard Data Systems,6.0,1083692.0
BLW10421,BLWOWLNMILBCQNKYK,FPAIWBLXKSZOPWBQB,O,F,rxvypzncdptjqlmg,Cjqtadqjkxowzinyasstfqgglphimaacjwtsvsiaonvgsxvwkgzprrpuuojdtbtb,Zmrjikdalv,Lowell,NH,United States of America,1-999-517-3538,25972.0,4.0,4.0,M,23.0,573.0,O,Masco,7.0,2004942.0
ILU10422,ILUJAZBQFTNHNBVWOHAXBWLIYHQE,Ecgtwthqnuebqgigbosvnxahyf,B,,YOJPTAKYCGGNQFMJFXKTZKMHYNHVAZXQXHODVNACASDNHSWWFOJSNZTVXMGOJSIDIFNHG,kcoxytebzdckjoxouhoeubenpxlgrnxboxyoletnvpptl,Yihroap,Warren,OH,United States of America,1-917-543-3586,142504.0,5.0,5.0,S,29.0,553.0,O,,8.0,819322.0
iwu10423,iwufwdrrlhwnmoj,Ckwveqjcmqwwfsfzwbnk,,m,Huqwdpxiaxgmsgpajwjwfssrwdvanckkhm,Tjjehtztevzjgogmhsifmjqmushcclwcb,Jlinkfoh,Elizabeth,VT,United States of America,1-115-454-7047,,3.0,0.0,M,5.0,828.0,R,Gilead Sciences,9.0,1416865.0
Zor10424,Zorwfzosgzgwhpleu,ZIKWNVUQQXKWLEQKYYSYSFBLJIFZS,U,f,Fimkmjghkutludfmjcnweklwvolqjnlwzibogoukijof,Trrbpnlmznrnmslcokafsfjvjkj,Uzlwydeos,Savannah,NY,United States of America,1-067-939-1946,176799.0,3.0,4.0,M,2.0,841.0,R,General Dynamics,3.0,120180.0
Glo10425,Glorgioocjsqdod,Zyxwodwvtohhftlxtrobgku,,,Kgknjiusid,ZXMWNJYJDIO,ellcscifirph,Fairbanks,SD,United States of America,1-958-298-5821,218694.0,,2.0,S,51.0,800.0,O,Amkor Technology,,2281823.0
Afv10426,Afvagbpkawwwqdmkfayq,Gtoxfleo,,M,Uvbtunipvdvbqjmovoxxsrvwobtqhvmqxhrgin,Esunuxyoltbpcmxzxfjjwqozgmvkbjbewnrohchlzysbjurkkjllrroyrdpowpvmobu,TERMO,Edmonton,NV,United States of America,1-923-250-5865,35119.0,0.0,4.0,M,40.0,517.0,O,Target,0.0,2855023.0
Zia10427,Ziaoqcjbqjeqyiyhb,Hvztg,w,F,Phxarwzalbxburpeullkjhtrgrxikstxfhcabzpbhpvrqrtaiunrvnfyn,Afrkygxemskgrrtelfruujnonsugirmcvhbbguoaghxvbjyftnqlgugflyfrkqhdrwklt,Obzbo,Louisville,NH,United States of America,1-171-725-5237,117585.0,4.0,2.0,U,46.0,765.0,O,Paychex,1.0,3391808.0
xjj10428,xjjvcmrsdanruwimkzh,ipdivmbwhkvdcsvjukbigmyfkfckoe,,,PNJMEAXNEPTFKUAJPZYJEXRCJ,ayzufdkwhdfugknngbknbofapfhrslxguxquutnjvacsgpidabltzkgbhsooilcvuhvsuhwlrcqhvhb,Vgwuef,Jacksonville,SD,Canada,1-150-785-4368,288582.0,4.0,0.0,S,40.0,638.0,O,Zions Bancorp.,8.0,67395.0
vrx10429,vrxfkcepmfrsovotoncm,Tlodqe,w,m,smdtkvqqrkqqvirfnbrsqfbuwtlndehxytssoucubgtknnqcpfuskcvko,HPFIEAJWXIKPQFFAMCORWOYONFZXQGMMRVBOKXX,Xwnazrpvtj,Boston,Newfoundland,Canada,1-476-442-7533,10147.0,5.0,2.0,S,47.0,,O,United Services Automobile,9.0,3442111.0
RDB10430,RDBQBTVEOWBJGENHWADFHANMIU,Mfeblfnzpsqpqp,p,,USRCRY,WBSBVBVJVDHIWRNKAFMPZOSUNGPJ,CWWDVI,Tempe,DC,United States of America,1-752-777-4031,41641.0,1.0,3.0,M,7.0,380.0,O,Hudson City Bancorp,9.0,1649692.0
TSJ10431,TSJQVNUKSGSSG,TJZJCDPKHFXEWUCBYQKQVYQG,H,,ueltnzzjxweiufdmytaydmgxhrjfomwrejhkldlvvzqfyklhzjqngn,YNCNZNVBBXTTHWQGFGBOBUSTBXKBLVAQSOUNCDZMDFUSYYTMUFTCDDGQUQKNNOQRSFOPXI,elvuupg,Evansville,IL,United States of America,1-115-371-5625,391424.0,1.0,2.0,M,90.0,847.0,R,Priceline.com,9.0,152265.0
Vwr10432,Vwrvllqvcfareueiele,Flpbxggnimyynej,,f,Zrsgjjkwonxnqdekbpjetxoimmiocwqve,BYQXRSCNZUWFODBNQGFSXTAITJFCVSSFOHFLKEFVJTEQJMHMGCQQVOSJFKNXFWKUSBBMIVIOD,YGHMWNVKVWVA,Fayetteville,GA,United States of America,1-190-860-4262,152743.0,2.0,5.0,U,14.0,445.0,O,Westlake Chemical,9.0,3469374.0
AXP10433,AXPWSLWJIJLVHXXSWMZYDHUI,Eophfzrb,,,YZRPUOVFACMMYKBX,Emzvrmpcasffzbsbpdtwmsyz,Qixjxtwkc,Santa Fe,RI,United States of America,1-378-556-6756,347733.0,3.0,2.0,S,71.0,357.0,O,JetBlue Airways,7.0,140492.0
qdk10434,qdkqpnroetwdk,NDOYJJ,Z,,Yfabcbehohwkeybtsyufgxdmvadxbiwqygnjecmxkwwdonvzuzlimishziebhkeq,WZKJHHOMAMDLLLOZDASINQRSEAFBQKCOFYLKMFTFITOLZUKCPEADBASJCSFNQDRRDL,Dvqtlgduogc,Pittsburgh,CT,United States of America,1-044-151-0978,419510.0,3.0,5.0,M,40.0,378.0,O,First American Corp.,6.0,3132606.0
Vnz10435,Vnzcopf,kmpvmvpzetwqjba,v,m,ytncnyglgjvrtucpfkllkhckylfndfbprcnioavxpqjicazkr,DGOEKMSZJDTBEKGVPGXMUGBHGVSOBBFVVOQJNVOZHVVUBDJCXCWSPRQXG,EXLLSMOOQNI,Yonkers,NM,Canada,1-500-468-0513,178999.0,0.0,1.0,S,33.0,,U,Comcast,6.0,617163.0
Djj10436,Djjwbyotmwjitdtqj,Ztlhewpiopwirlivpnmyrm,C,F,Zpydfcvyutfbjeailuvsjeowptjtlsbujromzmrxmswvlomvjjcurd,GJUYSVZJSXPXIDJNRBXJZXIJPNOKLYSDWL,MKURDNWOK,Mesquite,NV,Canada,1-857-347-4606,170619.0,5.0,0.0,M,27.0,544.0,R,NBTY,3.0,403190.0
Wlf10437,Wlfgadyzfirisuxzdhuifv,gsturcflmnkwcqhrquusoqkesqq,,M,Wnqgulgxxpandmcsqjpezrzdxatdvuoukrorsctsogwuilgutqpqmdrjx,Dowpuzinubclnfyriyzfnmtazfmmz,Rtxpdo,El Monte,TN,United States of America,1-269-222-6002,442368.0,1.0,0.0,U,21.0,817.0,R,Fluor,5.0,993123.0
txj10438,txjhnstfoezovlaaa,Dqtqeodulhuxnctzybrjzsfwtnmpsw,,M,arcrjhlchwuylf,Ndrkurfscxbnblmdjitnedxbhhxkpeleywponrcktnutmfghfqht,IGWODDYQBZUX,Louisville,FL,Canada,1-109-673-4602,34616.0,0.0,4.0,M,15.0,470.0,R,Cracker Barrel Old Country,6.0,735356.0
Emm10439,Emmviwoec,rcxiyxceid,,f,Nfrlwkoxkccvjiovxktqjfjcorssszkjdflqagqcodemp,Xhmrgsmpibtsgdqixqymvvpfrihhlldzzsxanikziotqritpmytpjdbolkshnqtigcshwbybklnr,GPQBO,Santa Clara,OH,United States of America,1-442-356-0443,219049.0,2.0,1.0,D,96.0,821.0,O,Halliburton,2.0,1322910.0
BDI10440,BDINYAF,UPBQQHDRAKNWEQGUND,,F,,Glkfphitkwlhxqsbhnyswxumwrusvtvvmnxmucfqbbrsspihewzlcgvbuakcheeqyqicmguaxw,Trxhinwesq,Macon,WI,United States of America,1-454-240-0915,255269.0,0.0,0.0,W,52.0,730.0,O,McGraw-Hill,0.0,3909029.0
Law10441,Lawalw,Rysnsdmbv,,,Waljiyseasfstgtqkcbkkvbpheeaqsqttwcqvt,Otxhwqcljagakzgvgoivisvpqgwttmqseqyeclesznzlhmdowyveddvyvcllpswmsweixljie,ypqfjloal,Louisville,Alberta,,1-630-000-9915,499588.0,0.0,1.0,M,76.0,781.0,,SPX,5.0,
Ebh10442,Ebhjdgwivyzl,Yyczvkuctsdxhfbebjdzfw,t,M,QHPVPNIBJDCGBDONTSXKJVOYEKEEJNPWRHTHZSEHJYECIWGKDHLGMVX,mcoxsvlgxngswavqbvwjklwtbldvsxvpmf,Zvyiazpgurwp,Baton Rouge,ME,United States of America,1-549-008-1034,303820.0,4.0,1.0,M,77.0,345.0,O,DTE Energy,8.0,
ZEZ10443,ZEZTKIQLMDTGDEZVUU,Mmrpyvobvgxhwqfhmbdezqv,,,PUQUGRHYPYONRCKDYGHSAJPRVTQHKDGHLXWSFFCOILVLXTRPW,oemdxtelmqhsszbltywmlujwiulkwhqdwtapcvszhumnvgewugkjufpilqpbakftqordlgjphpjkf,Exgbcgjoyud,Escondido,VT,United States of America,1-057-297-6062,362649.0,0.0,3.0,M,24.0,739.0,O,StanCorp Financial,7.0,314023.0
Dyt10444,Dyttgskmmkcwovbxosqabobl,Rohbtbiumlkqugxfjtxjekhkja,,,nffgbcsnfenjcvljbmrjrezxkschyezcbkpdqxfrhq,tcakxselddddnezclmxfwtqbare,ZJGMCLMN,Modesto,Quebec,Canada,,286978.0,1.0,1.0,U,74.0,519.0,O,Sunrise Senior Living,10.0,955190.0
Jtt10445,Jttbqcwjuhlwuyhksllb,GSZCPTSRHLNLFAVRKAJSP,,,wqedlxknh,UFXDHTPJLVIIIOHRCL,lsiov,Lowell,CO,United States of America,1-399-310-5467,264611.0,5.0,3.0,M,42.0,382.0,O,Rowan Cos.,2.0,674210.0
QCJ10446,QCJXNXYZQJPMMGGITNHLNSPRTO,whxzewdqbwfesho,c,m,rnronjhoxtjuuybpgfnqwtyzzmzjmabvigejjykjbohsoetxavjhthc,LPLKZJJLBWPLOHOIOWCGLIOBHMVLRJI,,Anaheim,VT,United States of America,1-551-178-2679,234490.0,0.0,0.0,M,50.0,381.0,O,,0.0,3206817.0
pdq10447,pdqhtvhtslhhhjtineoyag,LQTDCF,,M,FDIPNISNZDVXILJISFIJWPOACJSCQHFWVKUXNPGFJJAHAPLJXPPVDVBTWZKOQAPTFNDVIONLQ,Vmqkeqhiuqaisktkrxvifcwez,WSQUBRDMTQI,Escondido,DC,United States of America,1-815-494-0854,497008.0,0.0,0.0,,87.0,800.0,O,Laclede Group,1.0,1305568.0
sfy10448,sfydchitxlzaudezumttng,Gkbrvczgpfhauwxsoxmt,,,RBVAWSOPCKEJZQYPNHGULQDWWNABUGJRTWCGPRJOIXICWFWNVW,WORWGKEMYRKRHRGGYTERSXFEJNVKNFJHFIHVYZWCUGUUKMWDUQOSHZXHMKGIIQWRVWKZUVZOSQHBTPD,NFQKCLHCIT,Salinas,Alberta,United States of America,1-605-535-6914,431282.0,2.0,2.0,M,65.0,703.0,O,Union Pacific,,1547543.0
xum10449,xumtfhoqyjqunxcakgqhsky,btglmbgvqpiygrmwjsmloprtcbdekb,Y,,Btkkaafctovdtxflidqnilrtkurtnkxqmcqdxlgpdykzlcmsuvhlhupwwivupveumrzdhoqmwp,PTHEGCZCDWJWETDBLWPHVCDBGBHASHCXNSZXAMEAYXVEWMHYESXJSMRTFFMMVXEZRCHIEAJMKJFPT,Lugdchqom,Livonia,AR,United States of America,1-997-882-5084,130656.0,3.0,0.0,U,44.0,775.0,R,Dean Foods,7.0,2581376.0
Teq10450,Teqfkgemesmolovoiwycuqiedvilh,LZEOLKZOPEXXHJ,,,WGJCOTGTAVMMCWZTHNJRIHRBLSGGUNVPOKPCCORZMFDVTTDSTI,Oiwgqfutol,Iausnxar,Salem,AR,Canada,1-708-982-8407,118601.0,0.0,3.0,W,66.0,734.0,U,Fidelity National Information,5.0,2470460.0
Wna10451,Wnatduekwtkwichjlkgsvzidwyb,Gpavcdoigtwovvofydoylcmkjpqhy,T,m,Rjxduosfbuscqdvln,Cxkjgtefatlowluwtmstwlsbtoaiprurlxctdcqninwgqkqfnop,Srunxqk,Shreveport,PA,United States of America,1-153-115-2465,404836.0,3.0,5.0,M,89.0,822.0,O,Fred's,7.0,3028843.0
Ceu10452,Ceupyqqkrdnvycaiycbix,FKXXMVUB,,f,rbifaldziqrlpa,Txhwcivzwazdlpckrmwqdhqvyglihqncnjpkvsxtiaakkyfavajvwt,Jzxjqoxrsbmg,San Francisco,Saskatchewan,United States of America,1-691-646-0674,468427.0,0.0,1.0,W,3.0,306.0,U,AES,10.0,1477492.0
Ggx10453,Ggxkue,DSSMHYEDARSRKZBWHJHQGSOWDE,O,f,Usutcktuoyiazwmjsmyrobweoaeclgaykwhzcp,NFZEVDICKEKHRSEWHMNSSUADJLIERYOVPEILSROAQODMMXIKQMBLCWRWNI,Myhpkhmukcml,Lafayette,OK,,1-001-292-3158,442185.0,4.0,0.0,M,98.0,,O,Simon Property Group,1.0,3242879.0
FHO10454,FHOFYXGNWCFK,VAUYWUAEQNAKL,,,uwautgwlaikoxatelxootqjdibe,oehfdvezbsitxdpfaioshearsqkvtifxsi,QBGJCXKGDPX,Anaheim,VA,United States of America,1-786-668-5284,282469.0,0.0,5.0,D,53.0,464.0,O,Parker Hannifin,9.0,2946449.0
Rnc10455,Rncxgursygsuowstvwwmkogrv,Bdrdbjzaevoplsgwzbxdlvcuda,,,GAPTROCRLLXHXBXDAWJAROQTPGLYVKMAWBWXXAQXHPXPIFMWSPFHSYXUPPUXSCKV,Ftvisuzdplaisl,Xkdsja,Modesto,RI,United States of America,1-914-426-0640,13045.0,2.0,1.0,M,46.0,355.0,O,Family Dollar Stores,10.0,692671.0
bto10456,btogpohibzft,Uulruihhpdzeaettuoejuqlj,e,,,rziafghfas,Owevucjru,Wilmington,Manitoba,United States of America,1-320-490-7828,393038.0,3.0,3.0,M,1.0,744.0,R,Masco,2.0,1596067.0
