ActionType,ActionTS,C_ID,C_TAX_ID,C_GNDR,C_TIER,C_DOB,C_L_NAME,C_F_NAME,C_M_NAME,C_ADLINE1,C_ADLINE2,C_ZIPCODE,C_CITY,C_STATE_PROV,C_CTRY,C_EMAIL_1,C_EMAIL_2,C_CTRY_1,C_AREA_1,C_LOCAL_1,C_EXT_1,C_CTRY_2,C_AREA_2,C_LOCAL_2,C_EXT_2,C_CTRY_3,C_AREA_3,C_LOCAL_3,C_EXT_3,C_LCL_TX_ID,C_NAT_TX_ID,CA_ID,CA_TAX_ST,CA_B_ID,CA_NAME
NEW,2013-04-12T09:12:12,2733,154-43-6963,m,2,1983-07-20,Felix,Tsuyoshi,Z,23563 Stonehill Street,,43601,Charlotte,WY,United States of America,Tsuyoshi.Z.Felix@amplimail.com,Tsuyoshi.Z.Felix@aol.com,,,590-2732,,,236,988-9496,,,,061-1384,,OR2,QC3,5193,1,2051,CraJFwWbNvTfiOLEwptQpWudWGoApPdR LVQSiSHCKxVo V
NEW,2013-04-12T13:18:56,2734,505-59-4849,F,3,1994-03-30,Basta,Kaminsky,X,23776 Ashley Crescent,Apt. 981,23218,Plano,WA,United States of America,Kaminsky.X.Basta@safe-mail.net,,,708,124-3787,45471,,,501-1898,,,,,,OK5,DE7,5194,1,13994,PTeYtfZJS MFrTQqlCqRJzMOOohoDt
NEW,2013-04-12T16:03:20,2735,972-17-4748,m,3,1927-12-28,Ludwick,Lynnett,U,15162 Morton Upper,,V6O 1V3,Charlotte,AZ,United States of America,Lynnett.U.Ludwick@aol.com,,,,899-2818,,,,492-1830,,,,,,IA5,NF5,5195,1,11685,qGNGXSuezIjYBtIvkOWLfNWTyFqLCOUMajSpU BHUACJWJo
NEW,2013-04-13T00:31:24,2736,752-02-1511,,2,1972-08-05,Reda,Madelyn,,13151 Cleburne North,,V6W 1V9,Moncton,NV,Canada,Madelyn.Reda@aggies.com,Madelyn.Reda@shtrudel.org,,223,723-5572,,,,,,,,803-2959,,UT5,OR3,5196,2,11719,p bUYAkNZPnfrj qNYgrEBbAByOThpHtkVZsVBJTWcONDbUra
UPDCUST,2013-04-13T02:56:54,370,,,,,,,,1047 Courtland Lane,,M8B 1X6,Detroit,Prince Edward Island,,Usman.D.Lacoste@gmail.com,,1,538,193-8814,,,,160-5263,,,,,,,,,,,
CLOSEACCT,2013-04-13T03:40:57,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,,,
UPDACCT,2013-04-13T12:03:13,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148,2,373,mKnFbONPELLaXoDoaCCHaVTGAZazAPI
UPDACCT,2013-04-13T22:44:27,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,2,6339,
ADDACCT,2013-04-14T03:37:43,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5197,1,9679,
ADDACCT,2013-04-14T12:34:34,1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5198,2,13012,ylLSR UJTceBOPthHLACkxPxmIxhppeZuP
ADDACCT,2013-04-15T00:20:43,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5199,1,560,TrJgrcXfURTIRwLTHQmuLpBNrAIQ pKJeNmy
ADDACCT,2013-04-15T08:03:43,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,1,6049,cvASDnzuZBQKkUrDgXHGQFbNrbDYNLwnjPy
ADDACCT,2013-04-15T17:46:56,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5201,1,8195,IGACPHXXUMWRXthKJBhdvBKibZAbbECZGBBOPv
ADDACCT,2013-04-15T21:20:32,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5202,1,8461,emsONSaIVaRWYRLAsgPmhSIhSIUqTHbgzngUUjkS
ADDACCT,2013-04-16T01:21:36,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203,1,13281,
INACT,2013-04-16T02:03:52,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPDCUST,2013-04-16T09:16:16,1988,,,3,,,,,13247 Bellevue Rue,,T5D 1P1,Riverside,Manitoba,,Dupuy.Mac Maid@fastemailer.com,,1,870,294-8401,,,,517-7591,,,,,,,,,,,
CLOSEACCT,2013-04-16T13:29:27,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587,,,
UPDACCT,2013-04-16T22:44:45,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,1,,YrVENj R JJsyoDidsaDJUQFGsOEJSmrAQUEbtZjdVCV
UPDACCT,2013-04-17T06:47:47,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5164,1,3576,KTTqKBTglCtSSKSTEJWHTYMcSONuMJPVvFcWNjruGjWNOMOw
ADDACCT,2013-04-17T16:51:32,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5204,1,4599,EcFSIdUQZIKQMhUUNgoVuroKNKTIzqTschinc
ADDACCT,2013-04-17T22:07:12,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5205,2,13210,pJIGWYPPfBdkMsaQzKthoOeQGFRFHBPYrEoSRoFCVGIhJYDV
ADDACCT,2013-04-18T08:03:21,2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5206,1,8922,cCvTGZQMgS ycJsNSEmgTTDDuoiklruBXfock
NEW,2013-04-18T12:24:29,2737,308-47-3905,m,3,2007-03-16,Tully,Helen-elizabeth,,21370 King Rue,,M5F 1W8,Yellow Knife,FL,Canada,Helen-elizabeth.Tully@spamavert.com,Helen-elizabeth.Tully@doctor.com,,,264-8141,,,,,,,,155-4901,,DC3,ND3,5207,2,7656,
CLOSEACCT,2013-04-18T21:59:11,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256,,,
NEW,2013-04-19T07:32:49,2738,710-84-8348,,2,1983-09-11,McCord,Jacinta,,21180 Trafalgar Way,,H7F 1T8,Colorado Springs,New Brunswick,Canada,Jacinta.McCord@enveloped.org,Jacinta.McCord@post.com,,,483-7045,,,895,353-6721,,,,,,OR1,MB7,5208,1,9041,hfLwlbFEAajdOhCTigzErNuXAnWUmwVQAcH
NEW,2013-04-19T07:43:59,2739,592-78-7113,,3,1993-05-28,Dipace,Wylma,,13250 Monroe Road,,37238,London,NJ,United States of America,Wylma.Dipace@gmx.com,,,569,935-8067,,,,852-2686,,,,725-9570,,TN1,NM1,5209,1,9621,DHxSFTUdmyIJySfAPRCNZztnQAHvWVlGpPU
NEW,2013-04-19T18:37:38,2740,703-24-7630,,3,1991-11-27,Srikrishna,Tai-Jen,,13058 Wisteria Lane,,H2B 1V2,Idaho Falls,KS,United States of America,Tai-Jen.Srikrishna@ProtectAnimals.com,,1,986,742-8507,,,,979-1113,,,,,,YT9,AR4,5210,1,12695,
CLOSEACCT,2013-04-19T20:39:04,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688,,,
NEW,2013-04-20T00:18:37,2741,343-10-1010,,2,1945-12-17,Gerard,Drew,V,10741 Pine Lower,,V6L 1P7,Modesto,AK,Canada,Drew.V.Gerard@army.com,,,,721-1955,,,,673-0802,,1,394,747-0013,,KS1,MT10,5211,1,12875,mqep KUTdymbsdKExon fxHgQuSKvIdiIpQE
NEW,2013-04-20T12:07:13,2742,178-10-9222,F,2,1957-12-09,Florence,Buffy,,23318 Grandview Street,,M5F 1W6,Fresno,HI,United States of America,Buffy.Florence@vfemail.net,Buffy.Florence@gmail.com,,722,093-1208,,,,563-3142,,,,,,NF9,MB8,5212,1,13217,JLJCBQFhGGCkMVdXvuSMuKBMBPWrqsST MVp
NEW,2013-04-20T22:30:41,2743,117-23-2234,,3,1947-03-06,Sandness,Anita,,874 Four Winds Drive,,27704,Kitchener,MN,United States of America,Anita.Sandness@mailvault.com,,,,516-1354,,,,239-3397,,,,,,IL1,OR2,5213,1,6940,nLGLEMXQVeLVCPQMUsvFFvdBSJIOSRcstYJ
UPDACCT,2013-04-21T00:34:27,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,11999,RKiCFVhDmSZMBoVWGtnvPkjLwVyrgaKyuBSYKEojGXPut
NEW,2013-04-21T11:07:13,2744,932-41-2369,,1,1955-02-07,Scotti,Jaya,,3063 Howard Lane,Apt. 250,77138,Tulsa,WV,United States of America,Jaya.Scotti@icqmail.com,Jaya.Scotti@netdove.net,,,744-5299,,1,210,934-1767,,,,380-9025,90121,QC2,CA5,5214,1,13118,uTgjdeoOo kPBWDmDBKCwjNIiUlBeyYHWFpG
NEW,2013-04-21T16:34:32,2745,278-43-0168,,3,1971-11-22,Thacker,Ronica,P,19443 Payne Boulevard,,H7G 1T3,Pembroke Pines,AZ,Canada,Ronica.P.Thacker@gmx.com.my,Ronica.P.Thacker@dcemail.com,1,609,610-2260,,,,366-9766,,,,,,SC3,MB4,5215,1,3777,hQHjeoPOQEoUw mXbVNGjIhJTRaqDI
UPDCUST,2013-04-21T22:49:44,2209,,,3,,,,,16716 Congress West,,H6A 1Z3,Stamford,,United States of America,Kathy.Slobodian@gmx.pt,,,941,613-7971,,,,,,,,,,,,,,,
UPDACCT,2013-04-22T06:38:20,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072,1,10375,DGnGWHTKgcKJsAvFvXomLFqquyBaIZVbMxwHPSxEpI BKUvTaK
NEW,2013-04-22T09:45:27,2746,244-82-1357,M,3,1993-02-13,Lockwood,Deonne,P,13094 Boquet South,,M6U 1H9,Detroit,MI,United States of America,Deonne.P.Lockwood@wraped.net,Deonne.P.Lockwood@peacemail.com,,,730-0126,,,558,345-3034,47553,,,,,VA3,IA2,5216,1,4917,tWTWxUJnFBaxRpLUMgtJiPJOUyoJouVUHBbAHGLRNPityNvTBf
NEW,2013-04-22T19:08:16,2747,672-44-1698,,3,1956-12-14,Van Hoy,Erminie,,18065 Four Points Drive,,M4K 1O2,Fort Wayne,Quebec,United States of America,Erminie.Van Hoy@buffaloes.com,Erminie.Van Hoy@aol.com,,,498-1881,,,,710-7225,,,,,,DE1,VA2,5217,1,7980,fhJlVdEOSyWCKkEIXgNSoAsnHOAXZUARmGpfX
UPDCUST,2013-04-23T04:10:19,2480,,,,,,,,24187 Western West,,T6A 1K2,San Diego,VA,United States of America,,,1,925,216-7747,,,242,733-6331,,,,,,,,,,,
UPDACCT,2013-04-23T12:32:32,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665,1,294,kmIEwKZDfrDRSDskCYZKKYGmm foLprraNTRTaM
ADDACCT,2013-04-23T14:48:29,2617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5218,1,14090,AyHCOTODPBzlHkRmIcsTnWMGkkPwKL
ADDACCT,2013-04-23T19:31:02,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219,2,9246,wMGGFSNSrVTBkVDZMkxrCRVBTjDCFmDvUGKERXifJq
CLOSEACCT,2013-04-23T21:52:53,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,,,
ADDACCT,2013-04-24T01:24:43,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220,1,2989,LfNOIFMYO xcJvKDSAYCgzAleMQCDvEYWeL
ADDACCT,2013-04-24T02:37:14,2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5221,1,10191,YnTzxBCGQXOmPvpLoRENQDxegVbwBgyspHOSkJmihKHIgHM
ADDACCT,2013-04-24T13:55:42,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222,1,649,JdsbrxGPuPJDmlSjpmPiNZAQhJpxGSyiioVksKdag
UPDACCT,2013-04-24T16:48:52,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613,1,11067,RJDaeBROkXDLrGibjZGUVRYAfQyWISUXV
ADDACCT,2013-04-25T04:01:35,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223,1,1451,LnGPUyTESErYfXLXPRNGXwKWqMCxngQPNUdKqWciBiHTkw
ADDACCT,2013-04-25T13:37:29,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224,2,5053,mGGmsPVFMeLNPAdcTmjQCfwVA MGSiwQFHETyBz
INACT,2013-04-25T15:45:16,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPDACCT,2013-04-25T16:16:21,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608,1,3573,bBDMVIReXRekQPLlxtLxafaTdKOPepNuPQCMZOxOLHdNKR
ADDACCT,2013-04-25T22:36:48,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225,1,11886,SsGRTrgYDzRoCx PCFDjcWmpLXHtUURctRjUPMGSp
ADDACCT,2013-04-25T23:28:46,2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5226,1,1833,
UPDCUST,2013-04-26T09:02:47,36,,,,,,,,2473 Martin Rue,,H2D 1W7,Amarillo,ID,United States of America,Bal.Malaher@gmx.it,,,,816-5457,,,651,607-3635,,1,224,497-0923,,,,,,,
UPDACCT,2013-04-26T13:58:58,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569,1,6264,SbjbCVtnmp WAVuhCVe HozPDafRICSRiDywSl
ADDACCT,2013-04-26T20:28:31,2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5227,1,6288,TUlLsHGOkDlaLKBAVArRNwkfRiCTUE
UPDACCT,2013-04-27T01:32:52,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3714,1,6878,cbctVFWKQdERlcGOnQKpAHGuEiLRqAtl
UPDACCT,2013-04-27T01:51:51,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,1,,CcOmHDCUzP lBBOkDGVFUndXMoEWCiJpUtJQiRQKnaVTJtwKeX
UPDACCT,2013-04-27T13:31:06,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996,1,7223,HgrlYSIoBpBghQrWrUnXYMyFrhsLUIOWwGWQKMnlhDNMmGlnM
UPDACCT,2013-04-27T20:58:09,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5134,1,8676,ZKwPAEnsV StwtCNBMcPlMfWZGTTZxSgTVaAhghBbmS
UPDACCT,2013-04-27T22:53:26,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4814,2,13496,DUqCvMMJvDlIBTXNfSd DDDCCG YYGMeeSsjioOOXGHwjJb ET
CLOSEACCT,2013-04-27T23:30:29,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3885,,,
CLOSEACCT,2013-04-28T04:29:34,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104,,,
CLOSEACCT,2013-04-28T04:53:09,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,,,
UPDCUST,2013-04-28T15:55:36,1261,,,2,,,,,13657 Ryder Boulevard,,36123,Berkeley,OR,,Italo.McMinn@gmx.ph,,1,475,889-2757,,,,066-1867,99127,,,,,,,,,,
UPDCUST,2013-04-29T02:03:22,265,,,3,,,,,23606 Highland Lower,,M5C 1Y1,Raleigh,WI,,Amnish.Valentin@spamavert.com,,1,266,350-7801,,,,,,,,,,,,,,,
UPDCUST,2013-04-29T05:57:54,1339,,,3,,,,,,,M6U 1I2,Great Falls,MN,United States of America,,Smith.A.Vandagriff@letterbox.org,,716,728-3726,,,979,992-5216,,,,,,,,,,,
INACT,2013-04-29T10:03:29,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,2013-04-29T13:50:54,2748,418-71-6926,,3,1963-03-22,Frankcom,Robbi,,512 Northland Street,,99654,Tempe,SC,United States of America,Robbi.Frankcom@gmx.ph,,1,958,436-3812,,,,062-1652,,,,,,SK4,DE3,5228,1,717,VBDTQSLoDmLCHkkxUSMflDLYUmXHGXCzDouVEzuDBOnd
NEW,2013-04-29T21:33:57,2749,368-75-6876,,,1995-01-09,Serraf,Gajendra,V,16845 Boll Upper,,10034,Cedar Rapids,HI,United States of America,Gajendra.V.Serraf@mail2world.com,,,916,753-5759,93750,1,672,862-4063,,,417,308-4903,,AZ1,HI2,5229,2,11985,POCRoCvuNqyBLfiOnZGAYUQaIfTdYNvIUEDxbbEBXSSI
NEW,2013-04-30T09:32:35,2750,804-19-9198,,3,1946-12-26,Umetsu,Loreen,,13820 McCardell Avenue,,18106,Overland Park,OH,United States of America,Loreen.Umetsu@RespectAnimals.com,,1,429,626-7708,,,,587-5713,,,,,,MI1,MT9,5230,1,14264,NBcwiCCApGamEMdaITsgCTxLLMvQwEUcUMEuPENmg
NEW,2013-04-30T21:28:23,2751,377-19-1771,,2,1940-04-17,Hetzel,Perri,T,13762 Silver Sage Way,,98171,Whitehorse,CT,United States of America,Perri.T.Hetzel@taunusstein.net,,,254,324-4730,,,,846-5202,50757,,,,,KY3,NU8,5231,1,6251,tJxcuEzaCMGSikyEfnHMGKJIkCNPYPBrJFlP
NEW,2013-04-30T22:07:41,2752,351-42-9937,M,2,1926-12-09,Loftis,Lolly,,5503 Raymond Park,,M2R 1D6,Fort Worth,New Brunswick,United States of America,Lolly.Loftis@aussiemail.com.au,,,,,,,,655-0625,,,,,,HI4,MB6,5232,1,929,OwENFkIRduMoPIZvQDWVERzGFJPQQmFWYIWjKbjHfV
NEW,2013-05-01T02:45:11,2753,212-15-7263,,3,1968-03-11,Kreimer,Malaysia,H,22148 McKinnon South,,V6F 1W2,Billings,UT,United States of America,Malaysia.H.Kreimer@fastmail.fm,Malaysia.H.Kreimer@taunusstein.net,,424,334-7165,,1,898,225-9711,,,,,,AR1,MO8,5233,1,11637,aznQzKKE eFjuDdQxFDMJkZFFUATFFEDLaFMMeFhWsQ
NEW,2013-05-01T13:13:00,2754,057-36-1581,F,2,1920-12-28,Rummel,Annetta,,2164 Palm Road,,35855,Boise,NY,United States of America,Annetta.Rummel@gmx.it,Annetta.Rummel@gmx.es,,314,343-1164,,,802,831-1465,17839,,,,,MS1,MT9,5234,1,13367,
NEW,2013-05-01T23:43:14,2755,729-32-1110,,1,2016-09-14,Maunu,Carilyn,,15099 Harvard Lane,,70818,Peoria,Ontario,United States of America,Carilyn.Maunu@aussiemail.com.au,Carilyn.Maunu@post.com,,,185-8079,,,,818-5023,,,,,,ON3,YT4,5235,1,1437,
NEW,2013-05-02T04:58:42,2756,716-41-6723,M,3,1965-06-02,Cobran,Huyen,,11678 Newport News Lower,Apt. 433,T6B 1F7,Cheyenne,MO,Canada,Huyen.Cobran@safe-mail.net,,,,729-1952,,,407,313-9718,,,,604-2967,,NS10,CA5,5236,1,3010,QQBPXMSUysiwNGPEsSgitAeVOjMLHUxGdVZBjPcIwlmMTHocM
NEW,2013-05-02T07:39:21,2757,008-56-6112,,2,1959-02-05,Weppler,Anthe,,2836 Archer Crescent,,V6D 1U8,San Buenaventura,Prince Edward Island,Canada,Anthe.Weppler@mail.be,,1,845,136-8668,,,,182-6290,,,,,,NF3,MB4,5237,1,10389,JrUEiyaJECVrQIEcJBrFkdSCJJRcqiKByCbHT
NEW,2013-05-02T12:09:50,2758,396-23-7521,M,3,1958-03-09,Toothman,Sashenka,,11790 Graves West,,85044,Charlotte,OK,United States of America,Sashenka.Toothman@webmail.co.za,,,,287-5324,,,543,632-7849,,,467,303-0769,,NM4,ME3,5238,1,2822,mCyJzYxSiBLAXQEGAZbtoNwqLXPbLvMyjhPSyN
ADDACCT,2013-05-02T21:04:02,2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5239,2,6817,JVnaJIOJrQUCPeYANKXJIJopZRAhjOIeorxZfyOCBSNF
ADDACCT,2013-05-03T02:52:44,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240,1,11095,EqmPjV VSyIcuKxBADTtNQCMHMmQpDBmJTldiIfhVr
ADDACCT,2013-05-03T13:13:11,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5241,1,455,JAnNoVzMoQPvmTBRTOIQCvLUPEvlnCmCNqHKCFHCMyDOOseDG
ADDACCT,2013-05-04T00:42:52,1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5242,2,10870,zLMWMGEBgqLYtowETzDUwJKmWmsTbYhEPrgCIAH
ADDACCT,2013-05-04T11:23:31,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243,1,2815,nojLVaiwxYGMgkVEumR KKUGJ kNqMfBA
ADDACCT,2013-05-04T12:39:27,2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244,2,850,jLOXFCVzFTiMbHDIPDAqttKcNUKtSOHzkJdsuHFh
ADDACCT,2013-05-04T13:10:24,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245,0,11388,JBqRPcRLLCzdDDpMBERST O XkkrYuPPDviEWVtVT
ADDACCT,2013-05-04T15:34:51,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246,2,9911,eUJ hUFFDXSYQOwBrHVDXPIEExPRfTeTxoZU KOVEJXZHAP
ADDACCT,2013-05-04T17:36:49,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247,1,12817,PjRBbIrKIYlaDsANBKHqOXRvNluTpeGERqoJMIDPQ
ADDACCT,2013-05-04T23:57:12,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248,0,12125,mbUTsWVxSzURQfAMpDG LSVBTjNFJROcYrHAVeZ
UPDACCT,2013-05-05T08:53:42,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3856,1,11153,SkhqiBnptKEoMlRuPVNvUiNPCIGUgnsSpbjzbEeZmKZJ
NEW,2013-05-05T11:11:01,2759,745-98-4720,,1,1939-02-06,Sheikh,Audre,,9849 Harrington Park,,T6B 1D5,Cheyenne,WV,United States of America,Audre.Sheikh@gmx.pt,Audre.Sheikh@bulldogs.com,,428,720-8353,,1,487,480-4487,,,,,,NM3,NT7,5249,2,8369,xeVHMAPk NtCyWyABVNBYzvkTqukLszjI YXHTOeSmTnMAXOO
UPDCUST,2013-05-05T18:04:37,1050,,,3,,,,,6800 Conley Avenue,,,Santa Ana,,,Lorelei.Guthro@fastmail.fm,,,,387-0624,,,,,,,,,,,,,,,
UPDACCT,2013-05-06T03:45:20,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4512,2,3030,fm TVXhgbUEJCXFSXHprpzeSodeRJoZML
NEW,2013-05-06T07:40:35,2760,169-15-7811,M,3,2003-04-09,Graman,Annet,,15594 Oliver Upper,,E7O 1L9,Rapid City,British Columbia,United States of America,Annet.Graman@gmx.ph,Annet.Graman@mail2world.com,,,027-7529,,,,,,,,202-4421,,NF1,MB6,5250,1,12705,tNTrcbDIodWOQfhLOMlVSJBuhsnIjx
NEW,2013-05-06T11:16:53,2761,760-57-9894,,3,1983-01-24,Tarquinio,Wenda,G,10856 Kelvin Upper,,V6X 1P4,Santa Ana,MN,Canada,Wenda.G.Tarquinio@amplimail.com,Wenda.G.Tarquinio@stoned.com,1,627,411-2215,,,,,,,,,,NH1,NV1,5251,1,13479,uDSYIcfPixQBMNFUxyulIDPpnDoPVjpxdplLjBeUpQKFT
NEW,2013-05-06T22:45:53,2762,057-66-0425,,1,1972-08-27,Maglione,Emily,T,12232 Drexel Crescent,Apt. 440,90081,Windsor,ND,United States of America,Emily.T.Maglione@stoned.com,Emily.T.Maglione@gmx.it,,310,450-4731,,,,,,,,,,KY1,CN1,5252,2,3378,JVbphbYcSRHMQkNCrxqJtVoLoLjGirHPbfBvcOshuWYIm
CLOSEACCT,2013-05-07T09:30:07,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,
UPDACCT,2013-05-07T19:50:09,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312,1,2982,cEZifPgWYofzVXifpAAAwySLSYLvRHJmAhMknRleqMxz
NEW,2013-05-08T00:55:43,2763,525-25-4529,,2,1930-01-16,Gudgeon,Tuesday,,24990 Conier Park,,64058,Wichita,FL,United States of America,Tuesday.Gudgeon@gawab.com,Tuesday.Gudgeon@yahoo.com,,889,985-6344,,,,668-8882,,,,,,MB1,SC1,5253,1,13459,Rt UGAfPyvfsEKBmNVSDjxKHtuuLGnScu
NEW,2013-05-08T06:16:31,2764,537-25-2849,f,2,1975-01-23,Linkletter,Anja,,1585 Fulton Drive,,T5B 1L3,Corpus Christi,IA,United States of America,Anja.Linkletter@aggies.com,Anja.Linkletter@gmail.com,,,556-7202,,,,,,,,,,NS4,MO7,5254,0,14400,yTbVgWULCxRDnBerNtTlsCWHO BLhOUIQIKkGg KDBk nLg
NEW,2013-05-08T07:27:40,2765,388-80-6627,M,3,1974-03-03,Wildeman,Lubomyr,J,15498 Durango North,,94661,Columbus,MD,Canada,Lubomyr.J.Wildeman@quake0.de,,,,086-4167,,,511,799-8235,,,,,,MT9,MT2,5255,1,502,EkAFDVVbQARODAtkIMLvUgeTJCdQ TTlUKFxrautQItMyAGR
CLOSEACCT,2013-05-08T11:30:39,2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082,,,
UPDACCT,2013-05-08T16:20:02,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208,1,1536,NuutilCWhtEZ LYRvYnDHnKCtOOwHrYGQKbSELv
NEW,2013-05-08T22:38:00,2766,482-63-8279,,3,1921-11-13,Ananth,Kamillah,,22140 Conley Crescent,,78274,Chandler,MD,Canada,Kamillah.Ananth@vfemail.net,Kamillah.Ananth@aussiemail.com.au,,,931-9997,33956,,,,,,,,,MI1,MS1,5256,0,8976,tOAgKoobOcUPpGGySCNSxxFXzkgPXMhibdbdAg
NEW,2013-05-09T06:30:10,2767,293-23-3823,f,3,2010-12-27,Blair,Norri,,24977 Garden Brook Upper,,B8B 1Y8,Sacramento,CO,United States of America,Norri.Blair@aol.com,,,,082-2820,,,,570-2006,84236,,,,,CT1,NT5,5257,2,9525,LQLxRyTyAMqPTXRNkHEGmSLQrEiHDEfM
NEW,2013-05-09T17:07:35,2768,081-67-6173,,3,2016-08-10,Manner,Antonina,,19939 Beard Park,,87103,Stamford,NY,Canada,Antonina.Manner@hush.com,Antonina.Manner@hushmail.com,,735,525-8737,,1,914,390-5623,18467,,,,,UT4,AR3,5258,1,959,
CLOSEACCT,2013-05-10T02:26:36,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4751,,,
NEW,2013-05-10T13:30:40,2769,908-53-7575,,3,2009-09-15,Grimes,Nani,,22703 Durand Rue,,02110,Irvine,VT,United States of America,Nani.Grimes@london.com,Nani.Grimes@RespectAnimals.com,,764,963-5280,60536,,,,,,,,,NB2,KS1,5259,1,13936,TOJKzqgdSLJXPhDyfFXEQOUoUIGExRvGPVGMrPVz
ADDACCT,2013-05-11T00:12:29,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260,1,6254,ytaYDRIkFtVSGYtaIGyQiSQcJSEBnXmTJvKJUuu
ADDACCT,2013-05-11T03:13:49,1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5261,2,8765,YVmDuwxLNPsfSmCTVWFnRJCuXuEcG yLjTzB
INACT,2013-05-11T06:53:40,1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPDACCT,2013-05-11T12:53:55,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,1,3115,fuZpKZTuHbEcRazUgLXRzocJ rJxCkwxVBCLz
ADDACCT,2013-05-11T17:42:16,1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5262,2,11426,IgKZiNSCHXQEzfrkURovAwsHUGPxLgIMRaqaWJasJxitoWD
ADDACCT,2013-05-11T17:48:17,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263,1,11992,SodNHBRFAVmNKaBEtTFuCUGBYPOBzbWLbYAXNScdCT
